InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
INV0408,SKU153,Stapler,11,2023-12-14 00:00:00,11.17,393.0,United Kingdom
INV1457,SKU003,Camera Lens,9,2024-10-05 00:00:00,6.96,619.0,United Kingdom
INV1069,SKU108,Curtain Rod,15,2024-02-07 00:00:00,86.89,472.0,Sweden
INV2233,SKU036,Flip Flops,3,2024-01-27 00:00:00,88.73,747.0,Norway
INV1448,SKU173,Binder,24,2024-05-06 00:00:00,32.35,691.0,United Kingdom
INV1808,SKU149,Stapler,16,2024-05-11 00:00:00,89.16,436.0,United Kingdom
INV0844,SKU027,Wireless Headphones,17,2024-04-01 00:00:00,40.57,10.0,Netherlands
INV2382,SKU173,Notebook,-9,2024-04-11 00:00:00,10.0,774.0,United Kingdom
INV1525,SKU174,Pen Set,5,2024-01-17 00:00:00,7.24,224.0,United Kingdom
INV0358,SKU012,Portable Charger,14,2024-07-17 00:00:00,6.74,,United Kingdom
INV0785,SKU195,Highlighters,20,2024-03-04 00:00:00,57.6,239.0,Netherlands
INV1148,SKU165,Ruler,9,2024-03-06 00:00:00,21.7,76.0,United Kingdom
INV1480,SKU012,Wireless Headphones,13,2024-01-03 00:00:00,0.69,,United Kingdom
INV1378,SKU086,Pressure Cooker,5,2024-06-05 00:00:00,5.21,113.0,United Kingdom
INV0524,SKU060,Hoodie,14,2024-11-12 00:00:00,75.62,475.0,Belgium
INV0315,SKU134,Envelopes,18,2024-11-28 00:00:00,94.11,2.0,United Kingdom
INV1951,SKU095,Ceiling Light,16,2024-07-12 00:00:00,46.73,632.0,United Kingdom
INV2184,SKU058,Hoodie,21,2024-09-19 00:00:00,80.08,710.0,United Kingdom
INV1480,SKU151,Eraser,24,2024-01-29 00:00:00,50.37,,France
INV0915,SKU030,Wireless Charger,22,2024-04-22 00:00:00,3.55,633.0,Norway
INV0165,SKU161,Sticky Notes,16,2024-04-05 00:00:00,80.58,798.0,United Kingdom
INV2210,SKU084,Slow Cooker,24,2024-10-22 00:00:00,14.45,691.0,United Kingdom
INV0965,SKU047,Rain Jacket,19,2024-09-24 00:00:00,31.96,167.0,United Kingdom
INV1723,SKU003,Portable Charger,24,2024-07-21 00:00:00,47.09,275.0,United Kingdom
INV1144,SKU015,Phone Ring,21,2024-03-05 00:00:00,35.15,500.0,United Kingdom
INV0148,SKU195,Calendar,22,2024-07-18 00:00:00,41.61,174.0,United Kingdom
INV2408,SKU165,Markers,4,2024-02-23 00:00:00,76.34,669.0,United Kingdom
INV0038,SKU006,Audio Jack,3,2024-04-20 00:00:00,98.71,3.0,United Kingdom
INV1504,SKU126,Planner,9,2024-11-07 00:00:00,9.93,65.0,Denmark
INV2138,SKU066,Air Fryer,14,2024-07-02 00:00:00,13.04,609.0,United Kingdom
INV1060,SKU141,Stapler,4,2024-09-14 00:00:00,80.61,654.0,Austria
INV0644,SKU119,Floor Lamp,22,2024-05-16 00:00:00,29.73,18.0,United Kingdom
INV1541,SKU109,Curtains,20,2024-11-02 00:00:00,87.54,4.0,United Kingdom
INV0876,SKU199,Pen Set,8,2024-10-23 00:00:00,51.58,358.0,United Kingdom
INV2049,SKU147,Markers,19,2024-09-28 00:00:00,16.5,330.0,United Kingdom
INV0785,SKU024,Charging Dock,10,2023-12-31 00:00:00,24.88,281.0,United Kingdom
INV1523,SKU131,Sticky Notes,12,2024-01-19 00:00:00,59.66,582.0,Belgium
INV1886,SKU051,Socks Pack,13,2024-04-17 00:00:00,80.7,4.0,United Kingdom
INV0566,SKU024,Portable Charger,3,2024-05-10 00:00:00,82.24,6.0,United Kingdom
INV0111,SKU036,Winter Jacket,16,2024-10-23 00:00:00,10.69,458.0,United Kingdom
INV0136,SKU033,Winter Hat,22,2024-06-02 00:00:00,31.27,504.0,United Kingdom
INV1001,SKU052,Leather Belt,5,2024-06-05 00:00:00,31.94,624.0,United Kingdom
INV1281,SKU196,Envelopes,20,2024-11-07 00:00:00,31.45,7.0,United Kingdom
INV1128,SKU081,Rice Cooker,11,2024-05-17 00:00:00,53.76,370.0,United Kingdom
INV1511,SKU137,Sticky Notes,20,2023-12-31 00:00:00,58.26,768.0,Denmark
INV0548,SKU089,Griddle,8,2024-03-09 00:00:00,82.63,493.0,United Kingdom
INV1366,SKU044,Flip Flops,11,2024-10-26 00:00:00,3.29,742.0,United Kingdom
INV2083,SKU150,Binder,12,2024-01-15 00:00:00,26.29,265.0,United Kingdom
INV1149,SKU180,File Folders,16,2024-11-25 00:00:00,25.68,78.0,United Kingdom
INV2406,SKU009,Stylus Pen,2,2024-04-04 00:00:00,5.36,210.0,United Kingdom
INV1599,SKU140,Stapler,24,2024-05-01 00:00:00,67.32,661.0,United Kingdom
INV2432,SKU144,Tape Dispenser,10,2024-03-26 00:00:00,65.49,117.0,United Kingdom
INV1042,SKU120,Pendant Light,9,2023-12-13 00:00:00,81.07,471.0,United Kingdom
INV1779,SKU147,Envelopes,8,2023-12-31 00:00:00,14.56,,United Kingdom
INV0588,SKU035,Polo Shirt,4,2024-06-21 00:00:00,70.81,26.0,United Kingdom
INV0892,SKU096,Floor Lamp,8,2024-02-06 00:00:00,75.07,7.0,Norway
INV2083,SKU067,Air Fryer,15,2024-08-28 00:00:00,55.9,356.0,United Kingdom
INV2046,SKU068,Deep Fryer,9,2024-09-28 00:00:00,33.94,524.0,United Kingdom
INV1451,SKU188,Calendar,6,2024-07-21 00:00:00,45.13,783.0,United Kingdom
INV0589,SKU187,Sticky Notes,5,2024-07-12 00:00:00,85.07,5.0,Denmark
INV0855,SKU171,Markers,4,2024-06-19 00:00:00,46.43,482.0,Denmark
INV0166,SKU187,Paper Clips,12,2024-04-21 00:00:00,10.38,792.0,United Kingdom
INV0503,SKU090,Coffee Maker,23,2023-12-09 00:00:00,87.0,269.0,United Kingdom
INV1196,SKU163,Scissors,6,2024-11-12 00:00:00,79.41,,Germany
INV1118,SKU053,Hoodie,23,2024-03-03 00:00:00,26.86,226.0,Sweden
INV0546,SKU134,Markers Set,24,2024-07-13 00:00:00,58.05,633.0,United Kingdom
INV0566,SKU001,SIM Card Tray,6,2024-06-12 00:00:00,7.24,,United Kingdom
INV2138,SKU146,Paper Clips,11,2024-06-15 00:00:00,22.05,528.0,United Kingdom
INV0457,SKU092,Pendant Light,-10,2023-12-14 00:00:00,56.16,193.0,United Kingdom
INV2328,SKU014,SIM Card Tray,8,2024-06-03 00:00:00,46.97,26.0,United Kingdom
INV1952,SKU071,Microwave,17,2024-03-08 00:00:00,34.32,453.0,Germany
INV1529,SKU164,Notebook,14,2024-10-06 00:00:00,54.63,632.0,United Kingdom
INV0113,SKU168,File Folders,6,2024-09-13 00:00:00,94.4,641.0,United Kingdom
INV1423,SKU063,Bread Maker,23,2024-03-02 00:00:00,32.67,785.0,United Kingdom
INV1343,SKU200,Envelopes,15,2024-10-13 00:00:00,94.63,4.0,United Kingdom
INV0686,SKU004,Wireless Charger,2,2024-03-10 00:00:00,79.53,,Norway
INV0049,SKU188,Eraser,8,2024-02-25 00:00:00,93.3,45.0,United Kingdom
INV1432,SKU180,File Folders,22,2024-08-21 00:00:00,54.34,679.0,Netherlands
INV1244,SKU012,Stylus Pen,15,2024-05-20 00:00:00,18.01,694.0,United Kingdom
INV0525,SKU046,Flip Flops,11,2024-07-16 00:00:00,10.89,160.0,Denmark
INV0926,SKU142,Eraser,11,2024-10-29 00:00:00,91.36,,United Kingdom
INV1995,SKU067,Rice Cooker,20,2024-06-15 00:00:00,87.04,605.0,Denmark
INV0138,SKU143,Planner,23,2024-07-14 00:00:00,42.23,7.0,United Kingdom
INV1475,SKU081,Pressure Cooker,3,2024-08-29 00:00:00,95.79,756.0,United Kingdom
INV0620,SKU075,Microwave,20,2024-07-07 00:00:00,23.99,234.0,United Kingdom
INV1937,SKU019,Bluetooth Speaker,7,2023-12-27 00:00:00,87.93,562.0,United Kingdom
INV2448,SKU038,Sweater,15,2024-08-24 00:00:00,54.88,582.0,United Kingdom
INV2414,SKU100,Wall Clock,17,2024-03-12 00:00:00,83.87,1.0,United Kingdom
INV2415,SKU194,Pen Set,8,2024-02-10 00:00:00,66.98,491.0,Germany
INV2033,SKU037,Polo Shirt,16,2024-01-30 00:00:00,99.02,117.0,Germany
INV1399,SKU169,Calendar,12,2024-07-22 00:00:00,78.87,,United Kingdom
INV1395,SKU098,LED Desk Lamp,-9,2024-06-16 00:00:00,78.55,372.0,Italy
INV2482,SKU179,Markers Set,9,2023-12-24 00:00:00,7.78,675.0,Sweden
INV0775,SKU151,Calendar,24,2024-02-03 00:00:00,93.64,607.0,United Kingdom
INV1818,SKU008,SIM Card Tray,14,2024-07-13 00:00:00,4.88,708.0,United Kingdom
INV0982,SKU114,Floor Lamp,9,2024-04-05 00:00:00,73.45,450.0,United Kingdom
INV1163,SKU100,Mirror,22,2024-03-10 00:00:00,72.95,649.0,United Kingdom
INV1878,SKU048,Jeans,16,2024-07-11 00:00:00,70.93,522.0,United Kingdom
INV1535,SKU112,Throw Pillow,5,2024-08-13 00:00:00,29.4,778.0,United Kingdom
INV2004,SKU093,Night Light,9,2024-08-16 00:00:00,11.33,45.0,United Kingdom
INV0849,SKU067,Deep Fryer,21,2024-11-27 00:00:00,16.52,640.0,United Kingdom
INV2147,SKU032,Dress Shirt,1,2024-02-20 00:00:00,1.92,310.0,United Kingdom
INV0028,SKU184,Eraser,9,2024-04-27 00:00:00,92.33,3.0,United Kingdom
INV1090,SKU188,Binder,13,2024-01-26 00:00:00,39.36,258.0,United Kingdom
INV2363,SKU026,Cable Organizer,24,2024-01-13 00:00:00,31.35,312.0,United Kingdom
INV1637,SKU122,Stapler,9,2024-06-08 00:00:00,48.32,352.0,United Kingdom
INV1401,SKU036,Thermal Leggings,11,2024-10-24 00:00:00,88.1,,France
INV2201,SKU127,Calendar,18,2024-08-22 00:00:00,50.37,42.0,Belgium
INV0683,SKU111,Ceiling Light,18,2023-12-03 00:00:00,36.5,390.0,United Kingdom
INV2197,SKU174,Pencils,14,2024-07-27 00:00:00,78.61,487.0,United Kingdom
INV1700,SKU052,Thermal Leggings,6,2024-07-09 00:00:00,80.1,8.0,United Kingdom
INV0778,SKU062,Slow Cooker,3,2024-09-16 00:00:00,11.29,110.0,United Kingdom
INV1641,SKU065,Egg Cooker,11,2024-05-30 00:00:00,52.54,534.0,United Kingdom
INV2333,SKU027,Camera Lens,7,2024-06-19 00:00:00,41.5,5.0,United Kingdom
INV2144,SKU082,Microwave,19,2024-03-18 00:00:00,88.02,243.0,United Kingdom
INV0990,SKU090,Immersion Blender,20,2024-05-17 00:00:00,43.48,764.0,Poland
INV2356,SKU182,Planner,9,2024-05-30 00:00:00,7.29,677.0,United Kingdom
INV1586,SKU178,Sticky Notes,24,2023-12-24 00:00:00,58.52,567.0,United Kingdom
INV1081,SKU155,Ruler,14,2024-07-05 00:00:00,70.51,776.0,United Kingdom
INV1164,SKU111,Curtains,4,2024-02-09 00:00:00,48.78,361.0,United Kingdom
INV2484,SKU024,Wireless Headphones,16,2023-12-25 00:00:00,81.4,257.0,United Kingdom
INV0522,SKU049,Leather Belt,15,2023-12-05 00:00:00,16.3,10.0,France
INV2344,SKU163,Eraser,24,2023-12-22 00:00:00,79.74,587.0,United Kingdom
INV0750,SKU010,Screen Protector,14,2024-02-16 00:00:00,41.1,381.0,United Kingdom
INV1446,SKU134,Markers,24,2023-12-19 00:00:00,13.58,119.0,United Kingdom
INV1133,SKU061,Blender,11,2023-12-08 00:00:00,31.68,286.0,Austria
INV0654,SKU037,Casual Pants,7,2024-01-01 00:00:00,75.42,433.0,United Kingdom
INV2459,SKU189,Pencils,17,2024-03-18 00:00:00,5.88,,United Kingdom
INV1908,SKU036,Sweater,10,2023-12-13 00:00:00,92.81,689.0,United Kingdom
INV1984,SKU172,Planner,22,2024-01-19 00:00:00,33.19,,United Kingdom
INV2003,SKU162,Pencils,12,2024-07-31 00:00:00,34.64,466.0,United Kingdom
INV1949,SKU087,Coffee Grinder,4,2024-03-25 00:00:00,29.16,3.0,Germany
INV1391,SKU064,Deep Fryer,19,2024-11-14 00:00:00,74.62,608.0,United Kingdom
INV0569,SKU089,Blender,4,2024-01-05 00:00:00,21.16,247.0,United Kingdom
INV0208,SKU041,Hiking Boots,24,2024-07-11 00:00:00,54.18,725.0,United Kingdom
INV1180,SKU122,Markers Set,19,2024-07-16 00:00:00,7.45,658.0,United Kingdom
INV0459,SKU154,Sticky Notes,15,2024-11-17 00:00:00,34.99,422.0,United Kingdom
INV0359,SKU047,Jeans,3,2024-04-26 00:00:00,42.43,585.0,United Kingdom
INV1604,SKU185,Scissors,2,2024-10-30 00:00:00,0.88,417.0,United Kingdom
INV0884,SKU069,Mixer,6,2024-06-18 00:00:00,74.99,212.0,United Kingdom
INV0604,SKU177,Notebook,15,2024-02-19 00:00:00,63.1,701.0,United Kingdom
INV2049,SKU082,Food Processor,2,2024-04-01 00:00:00,84.79,626.0,United Kingdom
INV1310,SKU124,Sticky Notes,7,2024-11-07 00:00:00,19.24,628.0,United Kingdom
INV0178,SKU171,Stapler,5,2023-12-31 00:00:00,34.54,,United Kingdom
INV1355,SKU104,Wall Clock,4,2024-04-24 00:00:00,48.2,254.0,United Kingdom
INV0989,SKU071,Waffle Maker,8,2024-04-27 00:00:00,18.79,247.0,United Kingdom
INV1693,SKU073,Microwave,24,2024-08-27 00:00:00,41.37,343.0,United Kingdom
INV1285,SKU132,Tape Dispenser,24,2024-01-04 00:00:00,84.38,6.0,United Kingdom
INV2320,SKU149,Stapler,14,2024-06-02 00:00:00,1.75,597.0,United Kingdom
INV0937,SKU057,Rain Jacket,5,2024-11-26 00:00:00,18.64,793.0,United Kingdom
INV0573,SKU003,Phone Holder,5,2024-01-15 00:00:00,32.94,664.0,United Kingdom
INV1509,SKU117,Wall Sconce,13,2024-03-11 00:00:00,41.61,256.0,United Kingdom
INV0236,SKU159,File Folders,3,2024-03-04 00:00:00,22.46,230.0,United Kingdom
INV0067,SKU200,Markers Set,5,2024-10-13 00:00:00,31.48,297.0,Sweden
INV1513,SKU023,Stylus Pen,5,2023-12-17 00:00:00,55.92,485.0,United Kingdom
INV2424,SKU051,Hoodie,18,2024-05-17 00:00:00,47.05,746.0,Poland
INV1651,SKU176,Envelopes,-8,2024-07-22 00:00:00,50.82,550.0,United Kingdom
INV1265,SKU144,Pencils,22,2024-11-17 00:00:00,82.04,211.0,United Kingdom
INV1674,SKU041,Polo Shirt,1,2024-08-15 00:00:00,53.17,558.0,United Kingdom
INV2339,SKU048,Shorts,5,2024-08-01 00:00:00,21.46,335.0,Germany
INV1999,SKU162,Ruler,14,2024-04-04 00:00:00,92.21,387.0,United Kingdom
INV0225,SKU070,Pressure Cooker,22,2024-11-14 00:00:00,68.15,484.0,United Kingdom
INV0432,SKU091,Table Lamp,10,2023-12-24 00:00:00,60.14,231.0,United Kingdom
INV2103,SKU044,Flip Flops,13,2024-06-20 00:00:00,75.89,1.0,United Kingdom
INV0694,SKU065,Bread Maker,9,2024-04-18 00:00:00,89.0,641.0,United Kingdom
INV1476,SKU134,Stapler,11,2024-01-12 00:00:00,42.0,788.0,United Kingdom
INV2300,SKU059,Gloves,18,2024-09-02 00:00:00,25.13,,United Kingdom
INV1921,SKU150,Highlighters,21,2024-07-03 00:00:00,83.33,390.0,Belgium
INV1015,SKU157,Planner,3,2024-10-19 00:00:00,77.69,708.0,Germany
INV0881,SKU129,Tape Dispenser,1,2024-01-19 00:00:00,62.9,414.0,United Kingdom
INV0799,SKU102,Track Light,10,2024-04-03 00:00:00,76.91,3.0,United Kingdom
INV0752,SKU032,Leather Belt,14,2024-04-04 00:00:00,48.64,96.0,United Kingdom
INV0075,SKU026,Protective Film,11,2024-04-04 00:00:00,40.18,10.0,United Kingdom
INV0431,SKU149,Highlighters,13,2024-10-31 00:00:00,86.94,403.0,United Kingdom
INV1205,SKU136,Pencils,7,2024-05-07 00:00:00,78.52,787.0,United Kingdom
INV0298,SKU073,Vacuum Sealer,20,2024-05-09 00:00:00,11.97,458.0,United Kingdom
INV1853,SKU035,Hiking Boots,6,2023-12-06 00:00:00,90.65,766.0,United Kingdom
INV2129,SKU140,Markers Set,23,2023-12-05 00:00:00,57.0,10.0,United Kingdom
INV0052,SKU096,Plant Pot,7,2023-12-13 00:00:00,18.2,485.0,United Kingdom
INV1435,SKU183,Binder,12,2024-03-05 00:00:00,15.18,471.0,Germany
INV1915,SKU089,Mixer,24,2024-09-14 00:00:00,21.9,2.0,Belgium
INV0342,SKU115,Curtains,14,2024-06-23 00:00:00,98.72,451.0,United Kingdom
INV0556,SKU002,Bluetooth Speaker,11,2024-10-02 00:00:00,19.28,674.0,United Kingdom
INV0958,SKU044,Winter Hat,19,2023-12-09 00:00:00,30.23,97.0,United Kingdom
INV0095,SKU173,Notebook,7,2024-04-23 00:00:00,8.22,573.0,United Kingdom
INV0113,SKU083,Coffee Grinder,-5,2024-07-17 00:00:00,50.42,431.0,United Kingdom
INV0954,SKU130,Eraser,20,2024-08-11 00:00:00,49.46,261.0,United Kingdom
INV0098,SKU116,Picture Frame,10,2024-10-29 00:00:00,83.15,771.0,United Kingdom
INV0032,SKU128,Whiteboard,15,2024-01-13 00:00:00,64.3,564.0,Sweden
INV2314,SKU031,Leather Belt,5,2023-12-14 00:00:00,1.58,470.0,United Kingdom
INV1048,SKU110,Track Light,18,2023-12-15 00:00:00,3.59,432.0,Norway
INV0170,SKU081,Microwave,16,2024-06-23 00:00:00,63.98,1.0,United Kingdom
INV0364,SKU013,Cable Organizer,12,2024-07-23 00:00:00,93.94,643.0,Norway
INV0800,SKU169,Highlighters,9,2024-10-18 00:00:00,83.02,272.0,United Kingdom
INV1220,SKU176,Highlighters,18,2024-09-04 00:00:00,98.27,412.0,United Kingdom
INV1124,SKU179,Stapler,23,2024-05-20 00:00:00,40.51,463.0,United Kingdom
INV0530,SKU145,Paper Clips,4,2024-04-16 00:00:00,48.65,699.0,United Kingdom
INV1357,SKU124,Binder,2,2024-01-08 00:00:00,13.33,630.0,United Kingdom
INV1434,SKU079,Pressure Cooker,6,2024-03-27 00:00:00,44.32,13.0,United Kingdom
INV0243,SKU091,Wall Art,6,2024-10-12 00:00:00,53.44,108.0,United Kingdom
INV2057,SKU045,Rain Jacket,20,2024-08-12 00:00:00,60.96,520.0,Sweden
INV0066,SKU180,Eraser,20,2024-02-22 00:00:00,24.64,573.0,United Kingdom
INV2165,SKU197,Paper Clips,10,2024-05-06 00:00:00,27.02,500.0,United Kingdom
INV1610,SKU089,Electric Kettle,20,2024-11-11 00:00:00,8.2,296.0,United Kingdom
INV0638,SKU064,Coffee Grinder,8,2024-07-30 00:00:00,83.12,243.0,Netherlands
INV0428,SKU109,Track Light,2,2024-06-28 00:00:00,12.11,722.0,United Kingdom
INV0804,SKU177,Scissors,14,2024-04-09 00:00:00,21.57,6.0,United Kingdom
INV0890,SKU094,Area Rug,9,2024-03-09 00:00:00,27.0,684.0,United Kingdom
INV1256,SKU070,Mixer,3,2024-03-14 00:00:00,8.21,778.0,United Kingdom
INV2326,SKU123,Ruler,3,2024-05-19 00:00:00,63.36,305.0,United Kingdom
INV1551,SKU130,Sticky Notes,3,2024-03-31 00:00:00,16.56,331.0,United Kingdom
INV2012,SKU157,Whiteboard,22,2024-10-24 00:00:00,39.04,608.0,United Kingdom
INV0711,SKU113,Track Light,21,2024-04-08 00:00:00,90.78,656.0,United Kingdom
INV2335,SKU093,Night Light,2,2024-01-30 00:00:00,46.73,591.0,United Kingdom
INV2167,SKU072,Vacuum Sealer,6,2024-03-22 00:00:00,91.77,344.0,Netherlands
INV2285,SKU067,Coffee Grinder,3,2024-02-26 00:00:00,3.06,249.0,United Kingdom
INV0978,SKU137,Paper Clips,10,2024-08-01 00:00:00,20.95,7.0,United Kingdom
INV1703,SKU109,Throw Pillow,19,2023-12-07 00:00:00,39.23,436.0,United Kingdom
INV0993,SKU080,Bread Maker,5,2024-07-16 00:00:00,79.99,315.0,United Kingdom
INV0152,SKU087,Coffee Maker,9,2024-06-15 00:00:00,44.05,651.0,United Kingdom
INV1305,SKU036,Scarf,2,2023-12-02 00:00:00,0.66,2.0,United Kingdom
INV2217,SKU131,Pencils,4,2024-06-30 00:00:00,92.58,8.0,United Kingdom
INV2245,SKU037,Polo Shirt,15,2024-04-30 00:00:00,62.03,51.0,United Kingdom
INV1855,SKU067,Food Processor,2,2024-08-15 00:00:00,64.9,725.0,United Kingdom
INV1607,SKU165,File Folders,16,2023-12-08 00:00:00,17.37,149.0,United Kingdom
INV1450,SKU095,Pendant Light,11,2024-09-22 00:00:00,74.11,616.0,United Kingdom
INV1928,SKU112,Track Light,16,2024-11-22 00:00:00,70.37,633.0,United Kingdom
INV1288,SKU123,Post-its,20,2024-08-12 00:00:00,64.3,,United Kingdom
INV1922,SKU185,Sticky Notes,19,2024-05-08 00:00:00,22.23,238.0,United Kingdom
INV1150,SKU146,Pen Set,11,2024-03-27 00:00:00,97.31,452.0,United Kingdom
INV2260,SKU105,Plant Pot,13,2024-10-19 00:00:00,42.84,3.0,United Kingdom
INV1917,SKU005,SIM Card Tray,3,2024-06-19 00:00:00,79.81,508.0,United Kingdom
INV0677,SKU036,Shorts,21,2024-11-04 00:00:00,28.93,5.0,United Kingdom
INV1415,SKU076,Blender,20,2024-09-24 00:00:00,63.5,3.0,United Kingdom
INV1133,SKU063,Vacuum Sealer,24,2024-10-24 00:00:00,94.54,183.0,United Kingdom
INV1485,SKU118,Night Light,9,2024-05-14 00:00:00,56.23,770.0,United Kingdom
INV0634,SKU020,Bluetooth Speaker,11,2024-05-18 00:00:00,93.84,772.0,United Kingdom
INV2428,SKU014,Phone Case,11,2024-10-23 00:00:00,77.39,614.0,Belgium
INV1122,SKU176,Stapler,6,2024-09-14 00:00:00,21.3,724.0,United Kingdom
INV2310,SKU014,Portable Charger,8,2024-10-11 00:00:00,66.64,358.0,United Kingdom
INV1075,SKU088,Deep Fryer,5,2024-01-15 00:00:00,28.64,1.0,United Kingdom
INV0907,SKU140,Scissors,7,2024-11-20 00:00:00,67.73,640.0,United Kingdom
INV0660,SKU073,Waffle Maker,5,2024-10-10 00:00:00,72.43,372.0,United Kingdom
INV0577,SKU102,Night Light,14,2023-12-12 00:00:00,8.08,1.0,United Kingdom
INV0590,SKU046,Shorts,20,2024-08-23 00:00:00,89.35,264.0,United Kingdom
INV0420,SKU157,Highlighters,13,2024-11-29 00:00:00,5.3,,United Kingdom
INV0948,SKU130,Tape Dispenser,3,2024-01-01 00:00:00,53.14,777.0,United Kingdom
INV0741,SKU005,Audio Jack,3,2024-11-11 00:00:00,22.64,231.0,Austria
INV0274,SKU149,Pencils,16,2023-12-17 00:00:00,72.62,3.0,United Kingdom
INV1864,SKU107,Bookshelf,15,2024-04-01 00:00:00,38.06,245.0,United Kingdom
INV0853,SKU130,Sticky Notes,23,2024-04-07 00:00:00,25.38,327.0,United Kingdom
INV0207,SKU098,Plant Pot,11,2024-02-10 00:00:00,37.46,456.0,United Kingdom
INV0555,SKU177,Pencils,3,2024-03-08 00:00:00,20.97,10.0,United Kingdom
INV2131,SKU087,Coffee Maker,5,2024-05-10 00:00:00,37.96,559.0,United Kingdom
INV1803,SKU184,Sticky Notes,4,2024-04-23 00:00:00,74.75,,United Kingdom
INV0440,SKU074,Griddle,24,2024-07-03 00:00:00,98.87,644.0,United Kingdom
INV0224,SKU150,Ruler,19,2024-02-28 00:00:00,33.05,307.0,United Kingdom
INV0646,SKU190,Tape Dispenser,7,2024-03-27 00:00:00,45.66,96.0,United Kingdom
INV1084,SKU197,Planner,3,2024-08-28 00:00:00,59.37,290.0,Norway
INV1468,SKU099,Bookshelf,3,2024-01-12 00:00:00,75.03,553.0,United Kingdom
INV1201,SKU111,String Lights,5,2024-05-01 00:00:00,24.2,212.0,United Kingdom
INV0696,SKU040,Flip Flops,18,2024-05-04 00:00:00,36.86,2.0,United Kingdom
INV1925,SKU154,Tape Dispenser,4,2024-08-06 00:00:00,89.37,435.0,United Kingdom
INV0936,SKU126,Markers,11,2024-07-04 00:00:00,90.41,33.0,United Kingdom
INV1269,SKU020,Protective Film,23,2024-11-06 00:00:00,3.73,,United Kingdom
INV0176,SKU064,Toaster,8,2024-11-09 00:00:00,66.52,369.0,United Kingdom
INV0360,SKU069,Juicer,6,2024-06-15 00:00:00,49.03,327.0,United Kingdom
INV0825,SKU195,Planner,16,2024-02-03 00:00:00,68.88,268.0,United Kingdom
INV1733,SKU134,Calendar,12,2024-06-18 00:00:00,74.39,581.0,United Kingdom
INV0332,SKU107,Mirror,10,2024-07-03 00:00:00,98.04,223.0,United Kingdom
INV1028,SKU164,Notebook,12,2024-06-26 00:00:00,31.7,393.0,United Kingdom
INV2405,SKU107,Track Light,9,2024-05-20 00:00:00,90.67,2.0,Austria
INV0276,SKU033,Jeans,21,2024-09-29 00:00:00,71.04,7.0,Belgium
INV1589,SKU125,Planner,16,2024-09-22 00:00:00,57.32,559.0,United Kingdom
INV0350,SKU109,Night Light,6,2024-09-18 00:00:00,49.71,609.0,United Kingdom
INV0751,SKU196,Tape Dispenser,24,2024-03-02 00:00:00,8.32,599.0,United Kingdom
INV1154,SKU151,Notebook,13,2024-06-25 00:00:00,20.78,72.0,United Kingdom
INV1742,SKU120,LED Desk Lamp,12,2024-04-03 00:00:00,66.9,692.0,United Kingdom
INV0712,SKU004,Phone Stand,14,2024-03-08 00:00:00,47.31,226.0,United Kingdom
INV1186,SKU197,Envelopes,3,2024-02-24 00:00:00,0.69,243.0,United Kingdom
INV0653,SKU053,Winter Jacket,5,2024-07-28 00:00:00,31.2,1.0,United Kingdom
INV1561,SKU192,Scissors,24,2024-03-15 00:00:00,23.31,555.0,United Kingdom
INV0620,SKU063,Griddle,-7,2023-12-07 00:00:00,85.76,70.0,United Kingdom
INV1692,SKU170,Highlighters,7,2024-02-10 00:00:00,91.88,568.0,France
INV0671,SKU196,Highlighters,20,2024-08-14 00:00:00,3.49,448.0,Poland
INV1607,SKU185,Envelopes,6,2024-10-29 00:00:00,50.95,208.0,United Kingdom
INV1147,SKU003,Phone Mount,22,2024-05-21 00:00:00,49.38,178.0,United Kingdom
INV0127,SKU126,Tape Dispenser,21,2024-03-25 00:00:00,69.0,350.0,United Kingdom
INV1028,SKU033,Rain Jacket,11,2024-05-24 00:00:00,41.74,4.0,United Kingdom
INV1023,SKU095,Picture Frame,18,2023-12-28 00:00:00,6.63,,United Kingdom
INV1164,SKU075,Griddle,17,2024-10-14 00:00:00,35.87,7.0,United Kingdom
INV2060,SKU002,Phone Case,9,2024-02-25 00:00:00,58.91,658.0,United Kingdom
INV1639,SKU105,Wall Clock,12,2024-01-13 00:00:00,14.2,305.0,Germany
INV1585,SKU146,Scissors,23,2024-01-25 00:00:00,92.92,760.0,United Kingdom
INV2302,SKU149,Ruler,24,2024-04-13 00:00:00,81.52,3.0,United Kingdom
INV1677,SKU020,Wall Charger,18,2024-06-20 00:00:00,84.49,256.0,United Kingdom
INV0140,SKU150,Highlighters,20,2024-11-27 00:00:00,34.99,388.0,United Kingdom
INV0854,SKU179,Tape Dispenser,19,2024-09-14 00:00:00,75.78,107.0,United Kingdom
INV1167,SKU040,Rain Jacket,13,2024-01-14 00:00:00,11.05,2.0,United Kingdom
INV2176,SKU137,Pen Set,15,2024-08-09 00:00:00,14.01,,United Kingdom
INV0880,SKU141,Sticky Notes,6,2024-09-07 00:00:00,1.63,4.0,Norway
INV0901,SKU042,Winter Jacket,15,2024-07-14 00:00:00,22.74,255.0,United Kingdom
INV1979,SKU118,Table Lamp,23,2023-12-01 00:00:00,0.75,592.0,United Kingdom
INV0794,SKU105,Curtain Rod,11,2024-09-27 00:00:00,26.43,651.0,United Kingdom
